yval,ystar,labs,SacTime2,Recovery2,x1,x2,xstar
700,715,*b,min-30,EHI,0.75,1.25,1
700,715,*a,min-30,EHI,1.75,2.25,2
700,715,*,min-30,EHI,2.75,3.25,3
700,715,*,min-30,EHI,3.75,4.25,4
700,715,*bcd,hr-3,EHI,0.75,1.25,1
700,715,*ad,hr-3,EHI,1.75,2.25,2
700,715,*a,hr-3,EHI,2.75,3.25,3
700,715,*ab,hr-3,EHI,3.75,4.25,4
700,715,*c,day-1,EHI,0.75,1.25,1
700,715,a,day-1,EHI,2.75,3.25,3
