yval,ystar,labs,SacTime2,Recovery2,x1,x2,xstar
620,635,*b,min-30,EHI,0.75,1.25,1
600,615,*ac,min-30,EHI,1.75,2.25,2
600,615,*b,min-30,EHI,2.75,3.25,3
600,615,*,min-30,EHI,3.75,4.25,4
500,515,*b,hr-3,EHI,0.75,1.25,1
500,515,acd,hr-3,EHI,1.75,2.25,2
500,515,*b,hr-3,EHI,2.75,3.25,3
500,515,*b,hr-3,EHI,3.75,4.25,4
