"","ID","Type","Recovery","SacTime","Sodium","Potassium","tCO2","CK","Glucose","CA","BUN","AST","TBIL","ALB","TP","GLOB","WBC","AbsLYM","AbsMON","AbsNEU","LYp","MOp","NEp","RBC","HGB","HCT","MCV","MCH","MCHC","RDWc","PLT","PCT","MPV","PDWc","log_CK","log_AST"
"216","m190051","EXC","hit2rec3","d1",149,4.9,24,369,185,9.7,26,101,0.6,4.1,4.9,0.9,14.29,12.01,0.93,1.35,84.1,6.5,9.4,10,13.9,41.84,42,13.9,33.2,16.9,480,0.34,7,33.4,591.079664404053,461.512051684126
"217","m190052","EXC","hit2rec3","d1",149,5.6,22,469,221,10,22,110,0.4,3.8,4.9,1.1,18.32,13.21,1.52,3.59,72.1,8.3,19.6,9.7,13.2,40.09,41,13.6,33,17.5,190,0.13,6.6,36.6,615.060276844628,470.048036579242
"218","m190170","EXC","hit2rec3","d1",148,5.2,25,425,218,9.6,20,98,0.5,3.9,4.7,0.8,11.19,8.33,0.71,2.15,74.4,6.3,19.2,9.68,14,39.76,41,14.5,35.2,16.3,441,0.25,5.7,29.1,605.208916892442,458.496747867057
"219","m190182","EXC","hit2rec3","d1",151,5.3,28,230,202,10,22,74,0.5,3.7,4.9,1.2,14.17,11.07,0.38,2.72,78.1,2.7,19.2,9.61,13.9,39.12,41,14.4,35.5,16.6,568,0.38,6.7,32.2,543.80793089232,430.406509320417
"220","m190213","EXC","hit2rec3","d1",145,5.2,16,344,231,9.1,23,97,0.5,3.6,4.7,1.1,9.96,8.03,0.26,1.67,80.6,2.6,16.8,9.29,13.5,38.21,41,14.5,35.4,16.6,416,0.23,5.6,29.6,584.06416573734,457.471097850338
"221","m190225","EXC","hit2rec3","d1",148,5.2,27,214,213,9.5,24,75,0.5,3.6,5,1.4,12.2,10.24,1.5,0.46,83.9,12.3,3.8,9.12,13.5,38.35,42,14.8,35.3,16.6,539,0.31,5.7,29.6,536.597601502185,431.748811353631
"222","m190237","EXC","hit2rec3","d1",150,5.2,26,248,235,9.7,23,79,0.5,3.4,4.9,1.5,9.97,7.9,0.19,1.88,79.2,1.9,18.9,9.31,13.8,38.34,41,14.8,36,16.3,595,0.33,5.6,29.1,551.342874616498,436.944785246702
"223","m200059","EXC","hit2rec3","d7",152,4.7,25,172,258,9.5,22,52,0.4,3.6,4.7,1,9.95,8.3,0.48,1.18,83.3,4.8,11.9,9.64,13.2,40.27,42,13.7,32.8,17.2,599,0.38,6.3,29.1,514.749447681345,395.124371858143
"224","m200060","EXC","hit2rec3","d7",151,5.1,28,181,225,10.1,25,62,0.5,3.2,4.9,1.7,16,11.72,1.25,3.03,73.3,7.8,18.9,9.89,13.7,40.98,41,13.8,33.4,16.6,296,0.18,6,35.6,519.849703126583,412.713438504509
"225","m200061","EXC","hit2rec3","d7",152,4.6,25,359,225,10,26,89,0.4,3.8,5,1.2,19.55,13.89,2.01,3.64,71.1,10.3,18.6,8.94,13.1,36.71,41,14.6,35.6,16.9,147,0.09,6.5,35.6,588.332238848828,448.863636973214
"226","m200062","EXC","hit2rec3","d7",151,5.4,27,182,219,10,26,50,0.4,4,5.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.40066870768,391.202300542815
"227","m200063","EXC","hit2rec3","d7",151,5.4,27,233,200,9.9,27,75,0.4,3.3,4.9,1.6,6.24,4.89,0.38,0.97,78.4,6.1,15.5,9.08,13.3,36.89,41,14.6,36,16.9,626,0.35,5.6,27.9,545.10384535657,431.748811353631
"228","m200064","EXC","hit2rec3","d7",151,5,28,186,216,9.7,28,62,0.5,3.2,4.8,1.6,7.42,6.41,0.25,0.76,86.4,3.3,10.3,8.6,12.4,34.75,40,14.5,35.8,16.6,623,0.35,5.6,28.5,522.57466737132,412.713438504509
"229","m190149","EXC","hit2rec7","min30",147,4.6,14,359,195,10.4,29,101,0.4,3.9,4.9,1,2.2,1.92,0.06,0.21,87.5,2.9,9.7,8.86,12.9,37.14,42,14.6,34.7,17.7,533,0.3,5.6,29.1,588.332238848828,461.512051684126
"230","m190161","EXC","hit2rec7","min30",148,4.6,12,140,239,9.7,27,98,0.4,4.1,5,1,0.86,0.8,0.01,0.05,92.7,1.2,6.1,9.52,13.5,38.97,41,14.1,34.5,17.2,709,0.38,5.4,27.2,494.16424226093,458.496747867057
"231","m190174","EXC","hit2rec7","min30",146,4.3,13,192,222,9.9,26,96,0.4,4.3,5.2,1,0.77,0.7,0.03,0.04,90.2,4.4,5.4,9.84,14.5,40.6,41,14.8,35.8,16.6,674,0.36,5.4,27.9,525.749537202778,456.434819146784
"232","m190186","EXC","hit2rec7","min30",152,4.5,22,265,232,9.9,31,137,0.4,4.5,5.4,1,1.83,1.6,0.09,0.14,87.3,5.2,7.5,9.24,13.8,37.76,41,14.9,36.5,16.3,762,0.42,5.5,28.5,557.972982598622,491.998092582812
"233","m190197","EXC","hit2rec7","min30",149,4.5,21,337,258,9.9,23,102,0.4,4.2,5.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582.008293035236,462.497281328427
"234","m190198","EXC","hit2rec7","min30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23,1,0.07,0.16,81.3,5.6,13.2,9.63,14,39.33,41,14.5,35.5,17.5,651,0.35,5.4,28.5,NA,NA
"235","m200009","EXC","hit2rec7","min30",148,4.9,21,274,230,9.8,30,105,0.3,3.8,5.2,1.4,0.85,0.8,0.02,0.03,94,2.1,3.8,9.54,13.2,39.05,41,13.8,33.7,17.2,781,0.42,5.3,28.5,561.312810638807,465.396035015752
"236","m190006","EXC","hit2rec7","hr3",150,4.6,23,138,273,9.8,28,52,0.4,4.2,5.1,0.9,17.04,12.66,0.1,4.28,74.3,0.6,25.1,9.5,14.2,39.92,42,14.9,35.5,16.8,580,0.38,6.6,31.7,492.725368515721,395.124371858143
"237","m190173","EXC","hit2rec7","hr3",149,4.5,15,185,218,9.6,29,69,0.4,4.3,5.2,0.9,7.35,5.9,0.34,1.11,80.3,4.6,15.1,9.56,14,39.56,41,14.7,35.4,17.2,607,0.39,6.3,29.6,522.035582507832,423.410650459726
"238","m190184","EXC","hit2rec7","hr3",148,5.1,23,226,224,9.8,29,114,0.4,4.3,5.6,1.3,2.35,2.09,0.09,0.16,89.3,3.9,6.9,9.3,13.9,39.06,42,15,35.7,16.6,627,0.33,5.3,28.5,542.053499927229,473.61984483945
"239","m190185","EXC","hit2rec7","hr3",152,5.1,17,448,194,10.3,28,130,0.3,3.7,5.2,1.5,3.95,3.48,0.02,0.46,87.9,0.4,11.6,9.47,13.5,39.02,41,14.3,34.6,17.2,664,0.37,5.6,29.6,610.479323241498,486.753445045558
"240","m190196","EXC","hit2rec7","hr3",152,5.8,21,647,187,10.4,26,160,0.4,4.3,5.4,1.1,9.44,6.28,0.45,2.71,66.5,4.7,28.7,9.06,13.8,37.18,41,15.2,37.1,16.3,60,0.03,5.6,32.2,647.23462945009,507.517381523383
"241","m190210","EXC","hit2rec7","hr3",149,4.8,16,359,211,9.6,26,104,0.4,3.9,5.2,1.3,7.84,5.19,0.65,2,66.2,8.3,25.5,9.22,14.4,37.48,41,15.6,38.3,17.2,319,0.2,6.3,36.6,588.332238848828,464.439089914137
"242","m190216","EXC","hit2rec7","hr3",150,5.3,20,1023,246,9.6,24,239,0.4,4.1,5.3,1.2,8.15,6.22,0.05,1.88,76.3,0.6,23.1,8.86,12.9,36.1,41,14.5,35.6,16.6,83,0.05,5.5,30.7,693.049476595163,547.646355193151
"243","m190228","EXC","hit2rec7","hr3",152,4.4,22,213,206,9.9,33,80,0.3,4.1,5.2,1.2,15.77,12.06,0.1,3.61,76.4,0.6,22.9,9.66,13.3,39.45,41,13.8,33.8,16.9,146,0.09,6,33.4,536.129216570943,438.202663467388
"244","m190005","EXC","hit2rec7","d1",149,4.8,26,150,202,9.5,24,56,0.4,4.1,4.9,0.8,7.02,6.38,0.19,0.45,90.9,2.7,6.4,8.37,13.2,36.16,43,15.7,36.4,16.5,576,0.32,5.5,27.9,501.063529409626,402.535169073515
"245","m190045","EXC","hit2rec7","d1",147,4.7,18,194,225,9.5,37,62,0.2,3.7,4.8,1.1,4.65,3.77,0.24,0.64,81.1,5.2,13.7,9.21,13.7,37.91,41,14.8,36,16.9,713,0.41,5.8,29.1,526.785815906333,412.713438504509
"246","m190055","EXC","hit2rec7","d1",150,5.1,25,294,218,10.1,27,81,0.4,3.5,5,1.5,7.4,6.18,0.25,0.97,83.5,3.3,13.1,9.9,13.7,40.94,41,13.9,33.5,17.8,753,0.42,5.6,28.5,568.357976733868,439.444915467244
"247","m190150","EXC","hit2rec7","d1",145,5.4,17,180,213,10,21,84,0.4,3,4.5,1.5,7.72,5.95,0.42,1.35,77.1,5.5,17.4,9.17,13.2,38.74,42,14.4,34.2,17.5,867,0.51,5.9,30.2,519.295685089021,443.081679884331
"248","m190162","EXC","hit2rec7","d1",148,4.5,19,473,199,10.1,23,109,0.4,4,4.8,0.8,12.39,10.1,0.63,1.66,81.5,5.1,13.4,9.23,13.2,38.7,42,14.3,34.2,17.5,381,0.26,6.8,31.7,615.909538849193,469.134788222914
"249","m190209","EXC","hit2rec7","d1",152,5.3,21,210,210,10.1,25,75,0.4,3.9,5.3,1.4,16.5,11.5,1.36,3.64,69.7,8.3,22,9.95,14.3,41.11,41,14.4,34.8,16.9,235,0.15,6.4,36.6,534.710753071747,431.748811353631
"250","m200021","EXC","hit2rec7","d1",147,5.1,20,199,190,9.4,21,74,0.5,3.7,4.9,1.1,8.97,7.58,0.45,0.95,84.5,5,10.5,9.29,13.2,38.5,41,14.3,34.4,16.3,595,0.36,6,29.1,529.330482472449,430.406509320417
"251","m200010","EXC","hit2rec7","d7",151,4.8,24,673,209,9.7,27,149,0.3,3.6,5,1.3,12.21,8.57,1.02,2.62,70.2,8.4,21.5,8.97,12.4,36.89,41,13.9,33.7,16.9,124,0.08,6.9,36.6,651.174532964473,500.394630594546
"252","m200011","EXC","hit2rec7","d7",147,4.6,18,141,157,8.6,20,61,0.5,3.3,4.5,1.2,8.27,6.77,0.17,1.33,81.9,2.1,16.1,9.36,13.1,39.51,42,14,33.1,17.7,561,0.31,5.6,28.5,494.875989037817,411.087386417331
"253","m200012","EXC","hit2rec7","d7",148,5.7,19,425,199,10,23,119,0.4,3.4,4.8,1.3,13.6,10.94,0.89,1.77,80.4,6.5,13,9.3,13.4,38.18,41,14.4,35.2,17.5,316,0.23,7.2,33.4,605.208916892442,477.912349311153
"254","m200022","EXC","hit2rec7","d7",149,5.7,24,349,237,9.7,25,93,0.5,3.6,5,1.4,13.35,10.85,0.53,1.97,81.3,3.9,14.8,9.95,13.4,40.2,40,13.5,33.3,17.2,414,0.24,5.8,31.7,585.507192220243,453.259949315326
"255","m200023","EXC","hit2rec7","d7",152,4.9,25,163,231,9.8,25,57,0.4,3.8,4.9,1.1,10.51,8.64,0.47,1.4,82.2,4.5,13.3,8.83,13.2,36.53,41,15,36.2,16.9,516,0.32,6.3,29.1,509.375020080676,404.305126783455
"256","m200024","EXC","hit2rec7","d7",152,5.6,25,402,197,10.1,26,99,0.4,3.2,4.7,1.5,14.35,11.38,1.77,1.2,79.3,12.3,8.3,9.52,13.5,38.72,41,14.2,34.9,16.9,419,0.25,6,32.6,599.645208861902,459.511985013459
"257","m200032","EXC","hit2rec7","d7",152,5.5,25,349,198,9.7,25,90,0.4,3.7,4.7,1,10.69,9.49,0.12,1.08,88.8,1.1,10.1,8.39,12.8,34.48,41,15.2,37.1,17.2,602,0.33,5.6,29.1,585.507192220243,449.980967033027
