yval,ystar,labs,SacTime2,Recovery2,x1,x2,xstar
560,575,*,min-30,EHI,0.75,1.25,1
560,575,*,min-30,EHI,1.75,2.25,2
560,575,d,min-30,EHI,2.75,3.25,3
560,575,*c,min-30,EHI,3.75,4.25,4
560,575,*b,hr-3,EHI,0.75,1.25,1
560,575,ad,hr-3,EHI,1.75,2.25,2
560,575,*,hr-3,EHI,2.75,3.25,3
560,575,*b,hr-3,EHI,3.75,4.25,4
