yval,ystar,labs,SacTime2,Recovery2,x1,x2,xstar
250,260,bc,min-30,EHI,0.75,1.25,1
250,260,*acd,min-30,EHI,1.75,2.25,2
250,260,*abd,min-30,EHI,2.75,3.25,3
250,260,bc,min-30,EHI,3.75,4.25,4
250,260,*b,hr-3,EHI,0.75,1.25,1
250,260,*acd,hr-3,EHI,1.75,2.25,2
250,260,*b,hr-3,EHI,2.75,3.25,3
250,260,*b,hr-3,EHI,3.75,4.25,4
250,260,*,day-1,EHI,0.75,1.25,1
250,260,*c,day-1,EHI,1.75,2.25,2
250,260,*b,day-1,EHI,2.75,3.25,3
250,260,*,day-1,EHI,3.75,4.25,4
